sp_MSalreadyhavegeneration
sp_add_log_shipping_secondary_database
sp_help_peerconflictdetection
sp_help_spatial_geometry_index
sp_generate_agent_parameter
sp_MSSQLDMO70_version
sp_changearticlecolumndatatype
sp_foreign_keys_rowset3
sp_linkedservers_rowset
sp_reinitpullsubscription
sp_MSenumchangesdirect
sp_scriptxdelproc
sp_MSreset_queued_reinit
sp_user_counter10
sp_reinitmergesubscription
sp_enable_heterogeneous_subscription
sp_MSFixSubColumnBitmaps
sp_dropmergepartition
sp_MSrepl_mergeagentstatussummary
sp_MShelp_subscription
sp_table_types
sp_MSsetcontext_bypasswholeddleventbit
sp_helparticle
sp_MScheck_tran_retention
sp_MSmerge_is_snapshot_required
sp_srvrolepermission
sp_MSmakeupdateproc
sp_MSadd_publication
sp_fulltext_recycle_crawl_log
sp_generatefilters
sp_MSupdate_subscriber_schedule
sp_refresh_log_shipping_monitor
sp_MSmakeinsertproc
sp_MSupdate_tracer_history
sp_fulltext_catalog
sp_addlinkedsrvlogin
sp_MSGetServerProperties
sp_helpntgroup
sp_check_constbytable_rowset
sp_replmonitorhelpsubscription
sp_MSrepl_raiserror
sp_MSgetmetadatabatch90new
sp_help_spatial_geometry_histogram
sp_add_log_file_recover_suspect_db
sp_MSenum_qreader_s
sp_MSgetlastupdatedtime
sp_MStablerefs
sp_MSgetdatametadatabatch
sp_MSgetmergeadminapplock
sp_databases
sp_table_type_columns_100
sp_MSrepl_getpkfkrelation
sp_adddynamicsnapshot_job
sp_MSenable_publication_for_het_sub
sp_xml_schema_rowset2
sp_MSreinit_failed_subscriptions
sp_droptype
sp_helpmergepartition
sp_sqlagent_verify_database_context
sp_MSget_repl_error
sp_replgetparsedddlcmd
sp_MSagent_stethoscope
sp_help_agent_default
sp_helpdistpublisher
sp_table_validation
sp_scriptxupdproc
sp_MSupdatereplicastate
sp_xtp_bind_db_resource_pool
sp_tables_rowset_rmt
sp_MSset_new_identity_range
sp_MSadd_snapshot_history
sp_copysnapshot
sp_addsubscription
sp_MSreleaseSlotLock
sp_getsqlqueueversion
sp_MSrepl_monitor_job_at_failover
sp_MSdropfkreferencingarticle
sp_MShelpobjectpublications
sp_scriptvupdproc
sp_MSsetup_identity_range
sp_MSrepl_distributionagentstatussummary
sp_MSadd_log_shipping_history_detail
sp_MSadd_tracer_history
sp_table_statistics2_rowset
sp_MSget_partitionid_eval_proc
sp_MSkilldb
sp_MSpeerapplytopologyinfo
sp_peerconflictdetection_tableaug
sp_table_constraints_rowset2
sp_db_ebcdic277_2
sp_MSvalidate_dest_recgen
sp_processlogshippingmonitorprimary
sp_xtp_set_memory_quota
sp_user_counter9
sp_MSSharedFixedDisk
sp_helpsrvrole
sp_MSchange_distribution_agent_properties
sp_helpserver
sp_MSgetisvalidwindowsloginfromdistributor
sp_MScleanupdynamicsnapshotfolder
sp_helptext
sp_MSenum_logreader_sd
sp_data_pool_table_query_state
sp_MSset_dynamic_filter_options
sp_xtp_merge_checkpoint_files
sp_deletepeerrequesthistory
sp_helpsubscription_properties
sp_addmergesubscription
sp_MSadd_mergereplcommand
sp_helpdynamicsnapshot_job
sp_MSmergesubscribedb
sp_helpstats
sp_MSmakebatchinsertproc
sp_MSreplcheck_subscribe
sp_MScheckidentityrange
sp_MSenumchangeslightweight
sp_scriptdelproc
sp_MSpeerconflictdetection_statuscollection_applyresponse
sp_MShelp_profilecache
sp_syspolicy_execute_policy
sp_MSgetpeerwinnerrow
sp_special_columns_90
sp_MSaddanonymousreplica
sp_MSgetlastsentrecgens
sp_helppeerrequests
sp_xtp_slo_prepare_to_downgrade
sp_changeqreader_agent
sp_kill_oldest_transaction_on_secondary
sp_MScomputemergeunresolvedrefs
sp_MSinsertdeleteconflict
sp_MSstartmerge_agent
sp_MSget_publisher_rpc
sp_MScreateretry
sp_procedure_params_90_rowset2
sp_MSscript_sync_upd_trig
sp_MSinserterrorlineage
sp_IHValidateRowFilter
sp_help_spatial_geography_histogram
sp_unregister_custom_scripting
sp_MSgetsetupbelong_cost
sp_identitycolumnforreplication
sp_MSscriptdatabase
sp_MShelp_logreader_agentid
sp_MSreplremoveuncdir
sp_MSrepl_setNFR
sp_MShelp_replication_status
sp_columns_ex_90
sp_MSclearresetpartialsnapshotprogressbit
sp_helpconstraint
sp_MSunmarkschemaobject
sp_assembly_dependencies_rowset
sp_procedure_params_100_rowset
sp_MSevalsubscriberinfo
sp_upgrade_log_shipping
sp_MSscript_sync_del_proc
sp_MSmakearticleprocs
sp_MSget_subscriber_partition_id
sp_help_log_shipping_monitor
sp_getVolumeFreeSpace
sp_usertypes_rowset2
sp_helpallowmerge_publication
sp_MScheckexistsrecguid
sp_MSdropretry
sp_expired_subscription_cleanup
sp_changemergearticle
sp_MSchange_mergepublication
sp_startmergepullsubscription_agent
sp_changesubscriptiondtsinfo
sp_MSaddpeerlsn
sp_replrethrow
sp_MSreinitoverlappingmergepublications
sp_help_fulltext_catalogs
sp_MShelp_profile
sp_procedure_params_rowset
sp_setsubscriptionxactseqno
sp_MSmerge_alterschemaonly
sp_helpsubscription
sp_updatestats
sp_table_constraints_rowset
sp_MSrequestreenumeration_lightweight
sp_MSinsertgenhistory
sp_MSforeachdb
sp_MScreatedisabledmltrigger
sp_getmergedeletetype
sp_MScheck_Jet_Subscriber
sp_MSupdaterecgen
sp_MSdrop_article
sp_getqueuedrows
sp_MSget_identity_range_info
sp_MSreleasedynamicsnapshotapplock
sp_helprole
sp_MSmakedeleteproc
sp_MSpeerdbinfo
sp_MSrequestreenumeration
sp_cdc_vupgrade_databases
sp_MSenum_qreader_sd
sp_setdefaultdatatypemapping
sp_get_mergepublishedarticleproperties
sp_MSacquireHeadofQueueLock
sp_unsetapprole
sp_enumcustomresolvers
sp_disableagentoffload
sp_scriptinsproc
sp_dbmmonitorresults
sp_adddatatypemapping
sp_check_constraints_rowset2
sp_MSrepl_enumpublications
sp_mergesubscription_cleanup
sp_MSdeletefoldercontents
sp_MSpeersendresponse
sp_addextendedproperty
sp_MSreleasemergeadminapplock
sp_MSregisterdynsnapseqno
sp_MSregistersubscription
sp_MSget_MSmerge_rowtrack_colinfo
sp_MSmakesystableviews
sp_MSgetmaxbcpgen
sp_MSreplcheck_pull
sp_MSget_agent_names
sp_tableswc
sp_scriptvdelproc
sp_MSenum_logreader_s
sp_removedistpublisherdbreplication
sp_unregistercustomresolver
sp_sqlagent_write_jobstep_log
sp_MSrepl_init_backup_lsns
sp_columns_rowset
sp_http_generate_wsdl_defaultsimpleorcomplex
sp_MSenum_replication_agents
sp_MShelp_repl_agent
sp_defaultdb
sp_dbcmptlevel
sp_views_rowset
xp_logininfo
sp_oledb_deflang
sp_addumpdevice
sp_enumdsn
sp_get_distributor
sp_MSget_subscription_guid
sp_articleview
sp_MSupdategenhistory
sp_MSget_DDL_after_regular_snapshot
sp_MScheck_subscription
sp_processlogshippingretentioncleanup
sp_MSgetchangecount
sp_MSset_logicalrecord_metadata
sp_dbmmonitorhelpmonitoring
sp_MSenum_replication_job
sp_MSgettranconflictrow
sp_helpmergearticleconflicts
sp_MSneedmergemetadataretentioncleanup
sp_helpreplfailovermode
sp_MSpeersendtopologyinfo
sp_droppublication
sp_help
sp_get_redirected_publisher
sp_MSget_load_hint
sp_browsereplcmds
sp_MSispublicationqueued
sp_who
sp_MSdeletemetadataactionrequest
sp_MSdummyupdatelightweight
sp_table_statistics_rowset
sp_help_fulltext_tables
sp_help_log_shipping_primary_database
sp_MSproxiedmetadatalightweight
sp_addextendedproc
sp_sproc_columns_100
sp_column_privileges_rowset_rmt
sp_showpendingchanges
sp_MSenumchanges_notbelongtopartition
sp_MSforeachtable
sp_addapprole
sp_MSadd_repl_alert
sp_MSupdate_subscription
sp_changepublication_snapshot
sp_remove_columnstore_column_dictionary
sp_MSgetarticlereinitvalue
sp_MSdrop_snapshot_agent
sp_MSenumretries
sp_MSenum_qreader
sp_helplanguage
sp_MSmakectsview
sp_reinitmergepullsubscription
sp_fulltext_service
sp_MScache_agent_parameter
sp_create_plan_guide
sp_MSispeertopeeragent
sp_MShelpsummarypublication
sp_MSrepl_PAL_rolecheck
sp_MSadd_tracer_token
sp_helparticledts
sp_MSdelete_tracer_history
sp_is_columnstore_column_dictionary_enabled
sp_MSstartdistribution_agent
sp_MSpeerconflictdetection_topology_applyresponse
sp_update_agent_profile
sp_script_reconciliation_vdelproc
sp_MScleanup_conflict
sp_control_plan_guide
sp_refreshview
sp_changedistributor_password
sp_MSaddinitialsubscription
sp_showrowreplicainfo
sp_MSadd_anonymous_agent
sp_mergecleanupmetadata
sp_MStablekeys
sp_MSenum_metadataaction_requests
sp_MSchange_retention_period_unit
sp_MSrepl_testconnection
sp_enableagentoffload
sp_MSfillupmissingcols
sp_MSupdatesysmergearticles
sp_filestream_force_garbage_collection
sp_showcolv
sp_MScleanupdynsnapshotvws
sp_MSdropobsoletearticle
sp_mergearticlecolumn
sp_MSchecksharedagentforpublication
sp_IHarticlecolumn
sp_MSenumsubscriptions
sp_tables_rowset
sp_drop_agent_profile
sp_MSgrantconnectreplication
sp_MSset_oledb_prop
sp_dropserver
sp_foreign_keys_rowset
sp_replmonitorhelpmergesessiondetail
sp_MScheck_dropobject
sp_MSscript_sync_del_trig
sp_sqlagent_log_job_history
sp_fulltext_load_thesaurus_file
sp_MShelp_article
sp_get_job_status_mergesubscription_agent
sp_help_fulltext_columns
sp_replmonitorgetoriginalpublisher
sp_help_datatype_mapping
sp_add_agent_profile
sp_browsesnapshotfolder
sp_sqlagent_help_jobstep
sp_MSforcereenumeration
sp_articlefilter
sp_bindrule
sp_MSset_subscription_properties
sp_MSdrop_anonymous_entry
sp_MSdodatabasesnapshotinitiation
sp_dropmergefilter
sp_MSreplupdateschema
sp_mergedummyupdate
sp_dropmergealternatepublisher
sp_addarticle
sp_MScdc_db_ddl_event
sp_stoppushsubscription_agent
sp_altermessage
sp_MSunmarkifneeded
sp_MSchange_priority
sp_clean_db_free_space
sp_MSenumchanges_belongtopartition
sp_link_publication
sp_table_type_columns_100_rowset
sp_MSdelrowsbatch_downloadonly
sp_MSsetup_use_partition_groups
sp_revoke_publication_access
sp_MSgetmetadata_changedlogicalrecordmembers
sp_MSenumreplicas
sp_MSmerge_getgencount
sp_indexes_90_rowset
sp_MSevaluate_change_membership_for_all_articles_in_pubid
sp_tables_info_90_rowset_64
sp_MSgetreplicainfo
sp_MSenumdeletes_forpartition
sp_user_counter7
sp_MSmarkreinit
sp_MSconflicttableexists
sp_MSadd_merge_anonymous_agent
sp_MSget_repl_commands
sp_stopmergepushsubscription_agent
sp_MSdroptemptable
sp_MSrepl_linkedservers_rowset
sp_primary_keys_rowset2
sp_MSpeerconflictdetection_statuscollection_sendresponse
sp_MSmerge_upgrade_subscriber
sp_MSdeletepeerconflictrow
sp_MSgetversion
sp_helptracertokens
sp_MSmap_partitionid_to_generations
sp_xtp_unbind_db_resource_pool
sp_MSmerge_alterview
sp_mergemetadataretentioncleanup
sp_MScreate_logical_record_views
sp_MSpostapplyscript_forsubscriberprocs
sp_table_privileges
sp_ldw_refresh_internal_table_on_distribution
sp_user_counter5
sp_MSgetrowmetadata
sp_check_join_filter
sp_denylogin
sp_MSadjust_pub_identity
sp_MShelptype
sp_approlepassword
sp_helpmergesubscription
sp_restoredbreplication
sp_script_reconciliation_insproc
sp_cdc_add_job
sp_helpfile
sp_addpublication
sp_validlang
sp_removesrvreplication
sp_addtabletocontents
sp_MSget_latest_peerlsn
sp_MSmakeconflictinsertproc
sp_help_spatial_geography_index
sp_MScreatemergedynamicsnapshot
sp_dropmergesubscription
sp_MSinitdynamicsubscriber
sp_dropdevice
sp_MSreinit_subscription
sp_MShelpcolumns
sp_help_spatial_geography_index_xml
sp_helprotect
sp_prop_oledb_provider
sp_catalogs_rowset_rmt
sp_MSenumerate_PAL
sp_column_privileges_rowset
sp_MSproxiedmetadatabatch
sp_cdc_scan
sp_MSscript_sync_upd_proc
sp_MSsubscriptionvalidated
sp_provider_types_90_rowset
sp_MSproxiedmetadata
sp_MSenumgenerations90
sp_MSrepl_helparticlermo
sp_cdc_help_jobs
sp_MSdrop_merge_subscription
sp_MSreinit_hub
sp_addmergepublication
sp_xtp_checkpoint_force_garbage_collection
sp_MSdependencies
sp_syspolicy_update_ddl_trigger
sp_indexes
sp_enumeratependingschemachanges
sp_deletetracertokenhistory
sp_MSscriptsubscriberprocs
sp_vupgrade_replication
sp_procedure_params_managed
sp_helpdatatypemap
sp_replqueuemonitor
sp_change_agent_parameter
sp_MSacquireserverresourcefordynamicsnapshot
sp_addmergepushsubscription_agent
sp_MSgetrowmetadatalightweight
sp_MShelp_snapshot_agent
sp_MShelpmergearticles
sp_MSchange_publication
sp_markpendingschemachange
sp_MSaddmergetriggers_from_template
sp_ldw_internal_tables_clean_up
sp_defaultlanguage
sp_repladdcolumn
sp_can_tlog_be_applied
sp_indexes_managed
sp_MSmerge_parsegenlist
sp_delete_log_shipping_secondary_primary
sp_special_columns_100
sp_adduser
sp_requestpeertopologyinfo
sp_MSadd_mergesubentry_indistdb
sp_MSpublicationcleanup
sp_MShelpindex
sp_cdc_disable_db
sp_replmonitorsubscriptionpendingcmds
sp_tables_info_rowset2
sp_MSstopsnapshot_agent
sp_indexcolumns_managed
sp_MSsetlastsentgen
sp_delete_backup
sp_helpsubscriptionerrors
sp_MSGetCurrentPrincipal
sp_cdc_vupgrade
sp_indexes_100_rowset
sp_assembly_dependencies_rowset_rmt
sp_changesubscriber
sp_columns_ex
sp_MSsettopology
sp_addsrvrolemember
sp_MSdropdynsnapshotvws
sp_getdefaultdatatypemapping
sp_user_counter3
sp_refresh_snapshot_views
sp_columns_90_rowset2
sp_mergesubscriptionsummary
sp_helppublication_snapshot
sp_sqlagent_start_job
sp_MSadddynamicsnapshotjobatdistributor
sp_helpreplicationdb
sp_help_fulltext_system_components
sp_check_removable
sp_MSget_jobstate
sp_MSfast_delete_trans
sp_resolve_logins
sp_MScreateglobalreplica
sp_MScheck_merge_subscription_count
sp_MSget_shared_agent
sp_changemergepullsubscription
sp_linkedservers
sp_resign_database
sp_pkeys
sp_constr_col_usage_rowset
sp_MScleanup_publication_ADinfo
sp_stoppullsubscription_agent
sp_user_counter6
sp_MSupdate_agenttype_default
sp_MSrepl_IsUserInAnyPAL
sp_addrolemember
sp_dropsubscription
sp_MSvalidate_subscription
sp_MSdummyupdate_logicalrecord
sp_enumerrorlogs
sp_MSreplcheckoffloadserver
sp_helpreplicationoption
sp_MSenum_distribution_sd
sp_checkOraclepackageversion
sp_change_log_shipping_secondary_primary
sp_procedure_params_rowset2
sp_MSrepl_enumsubscriptions
sp_verifypublisher
sp_certify_removable
sp_dropsrvrolemember
sp_replsync
sp_clean_db_file_free_space
sp_addpushsubscription_agent
sp_statistics_100
sp_stoppublication_snapshot
sp_MSscript_sync_ins_proc
sp_change_users_login
sp_updateextendedproperty
sp_help_log_shipping_primary_secondary
sp_change_log_shipping_secondary_database
sp_changemergelogsettings
sp_linkedservers_rowset2
sp_MSadd_qreader_agent
sp_refreshsubscriptions
sp_showlineage
xp_repl_convert_encrypt_sysadmin_wrapper
sp_MSgetpeertopeercommands
sp_reinitsubscription
sp_dbmmonitordropalert
sp_MSgetgenstatus4rows
sp_replica
sp_attach_single_file_db
sp_MSinit_publication_access
sp_MSfetchidentityrange
sp_get_Oracle_publisher_metadata
sp_MSenumarticleslightweight
sp_MSIfExistsSubscription
sp_flush_CT_internal_table_on_demand
sp_droprolemember
sp_columns_90
sp_MSmerge_ddldispatcher
sp_MSpub_adjust_identity
sp_ivindexhasnullcols
sp_checkinvalidivarticle
sp_MSget_snapshot_history
sp_getProcessorUsage
sp_readerrorlog
sp_assemblies_rowset
sp_ldw_select_entries_from_internal_table
sp_sqlagent_add_job
sp_check_constraints_rowset
sp_MSdeletetranconflictrow
sp_enumfullsubscribers
sp_MSfix_6x_tasks
sp_MSactivateprocedureexecutionarticleobject
sp_configure
sp_addremotelogin
sp_scriptdynamicupdproc
sp_MSdrop_dynamic_snapshot_agent
sp_datatype_info
sp_MSdelrowsbatch
sp_addsubscriber
sp_MScheckexistsgeneration
sp_describe_cursor_tables
sp_mapdown_bitmap
sp_MSadd_log_shipping_error_detail
sp_vupgrade_mergetables
sp_registercustomresolver
sp_fkeys
sp_primarykeys
sp_MSfilterclause
sp_columns_100
sp_droprole
sp_MSisreplmergeagent
sp_xtp_control_query_exec_stats
sp_lightweightmergemetadataretentioncleanup
sp_replsetoriginator
sp_trace_getdata
sp_MSrepl_backup_complete
sp_MSenumdistributionagentproperties
sp_MSCleanupForPullReinit
sp_helpmergelogfileswithdata
sp_xtp_slo_downgrade_finished
sp_add_log_shipping_alert_job
sp_MScdc_cleanup_job
sp_MSenum_logreader
sp_MSenumchanges
sp_helplogins
sp_logshippinginstallmetadata
sp_MSrepl_snapshot_helppublication
sp_MSadd_logreader_history
sp_MSsetreplicastatus
sp_MSchangedynsnaplocationatdistributor
sp_MSdetectinvalidpeersubscription
sp_MSenum_logicalrecord_changes
sp_column_privileges_rowset2
sp_publisherproperty
sp_MScreatelightweightupdateproc
sp_MSdummyupdate90
sp_MSdropmergearticle
sp_MSrepl_enumarticlecolumninfo
sp_MSdrop_qreader_history
sp_MSaddinitialpublication
sp_replmonitorhelpmergesession
sp_columns_managed
sp_helpuser
sp_MSscript_dri
sp_dropdynamicsnapshot_job
sp_resetstatus
sp_MScreate_article_repl_views
sp_helpindex
sp_helpdevice
sp_stored_procedures
sp_attach_db
sp_helpmergepublication
sp_MSgetpeerconflictrow
sp_MSscript_article_view
sp_oledb_defdb
sp_MSacquireSlotLock
sp_MSsendtosqlqueue
sp_tables_info_rowset_64
sp_script_reconciliation_xdelproc
sp_MSmerge_altertrigger
sp_MSmakeselectproc
sp_MShelpfulltextindex
sp_changemergepublication
sp_helpdistributiondb
sp_stopmergepullsubscription_agent
sp_user_counter4
sp_MSget_logicalrecord_lineage
sp_refresh_parameter_encryption
sp_helptrigger
sp_columns_ex_100
sp_changedistributor_property
sp_changemergefilter
sp_MSenumdeleteslightweight
sp_helppullsubscription
sp_MSadd_dynamic_snapshot_location
sp_tables_info_rowset
sp_changesubscriber_schedule
sp_restore_filelistonly
sp_help_agent_profile
sp_helpqreader_agent
sp_MSdropmergedynamicsnapshotjob
sp_assemblies_rowset2
sp_configure_peerconflictdetection
sp_validatemergesubscription
sp_MSsetartprocs
sp_syspolicy_unsubscribe_from_policy_category
sp_table_types_rowset
sp_MSsetgentozero
sp_grant_publication_access
sp_MSdelsubrowsbatch
sp_MSenum_replqueues
sp_createmergepalrole
sp_MSrepl_startup_internal
sp_server_info
sp_MSadd_repl_commands27hp
sp_helplinkedsrvlogin
sp_change_subscription_properties
sp_MSupdate_subscriber_tracer_history
sp_getqueuedarticlesynctraninfo
sp_dropmessage
sp_tables_ex
sp_MScheckfailedprevioussync
sp_MSdeleteretry
sp_cdc_change_job
sp_startpullsubscription_agent
sp_MSreleasemakegenerationapplock
sp_dropmergearticle
sp_MSaddsubscriptionarticles
sp_ldw_enumerate_files_for_ext_table
sp_sqljdbc_xa_uninstall
sp_MSadd_qreader_history
sp_oledb_database
sp_ORbitmap
sp_MShelp_merge_agentid
sp_MSrefresh_publisher_idrange
sp_tablecollations
sp_help_fulltext_columns_cursor
sp_catalogs_rowset2
sp_recompile
sp_MSrepl_testadminconnection
sp_removedbreplication
sp_MShelp_subscriber_info
sp_help_publication_access
sp_gettopologyinfo
sp_addmergealternatepublisher
sp_MSprofile_in_use
sp_script_synctran_commands
sp_getdistributorplatform
sp_copysubscription
sp_MSmakeexpandproc
sp_MSlock_distribution_agent
sp_MSget_publication_from_taskname
sp_MSenum_snapshot_sd
sp_MSreplcopyscriptfile
sp_replmonitorhelpmergesubscriptionmoreinfo
sp_MShelpcreatebeforetable
sp_MSaddinitialschemaarticle
sp_MSenumreplicas90
sp_cdc_help_change_data_capture
sp_http_generate_wsdl_defaultcomplexorsimple
sp_MSreplcheck_permission
sp_validname
sp_cdc_stop_job
sp_MSenumpartialchanges
sp_refreshsqlmodule
sp_views_rowset2
sp_dropdistributor
sp_sqlagent_stop_job
sp_assembly_dependencies_rowset2
sp_help_log_shipping_monitor_primary
sp_cdc_get_captured_columns
sp_addrole
sp_addlinkedserver
sp_cursor_list
sp_MSget_session_statistics
sp_MSdrop_6x_publication
sp_scriptsupdproc
sp_copymergesnapshot
sp_MSdbuserpriv
sp_processlogshippingmonitorhistory
sp_sqlexec
sp_enum_oledb_providers
sp_cleanup_temporal_history
sp_subscribe
sp_detach_db
sp_primary_keys_rowset
sp_MShelp_snapshot_agentid
sp_replication_agent_checkup
sp_db_vardecimal_storage_format
sp_MSdrop_publication
sp_MScdc_logddl
sp_changereplicationserverpasswords
sp_schemata_rowset
sp_dropreplsymmetrickey
sp_dropuser
sp_MShelptranconflictcounts
sp_sqlagent_delete_job
sp_xtp_control_proc_exec_stats
sp_releaseapplock
sp_settriggerorder
sp_user_counter1
sp_firstonly_bitmap
sp_scriptmappedupdproc
sp_MSdrop_distribution_agentid_dbowner_proxy
sp_MSreset_subscription_seqno
sp_MSforeach_worker
sp_MSobjectprivs
sp_validatemergepullsubscription
sp_MShelpmergeschemaarticles
sp_addpullsubscription_agent
sp_helpfilegroup
sp_helpmergepullsubscription
sp_MSscript_sync_ins_trig
sp_MSchange_logreader_agent_properties
sp_describe_cursor_columns
sp_MSsetbit
sp_MSdrop_6x_replication_agent
sp_MSvalidate_wellpartitioned_articles
sp_replmonitorhelppublisher
sp_MSdetectinvalidpeerconfiguration
sp_lock
sp_syspolicy_update_event_notification
sp_MSadd_merge_subscription
sp_MSmerge_getgencur_public
sp_helppublicationsync
sp_MSmakemetadataselectproc
sp_table_privileges_rowset2
sp_MSenum_merge_s
sp_replcleanupccsprocs
sp_MSunregistersubscription
sp_MSadd_distribution_agent
sp_restoremergeidentityrange
sp_MSrepl_FixPALRole
sp_MScreatedummygeneration
sp_MSreset_subscription
sp_xml_schema_rowset
sp_MSchange_subscription_dts_info
sp_addmergearticle
sp_dbmmonitorupdate
sp_provider_types_100_rowset
sp_adddistributiondb
sp_table_privileges_ex
sp_unbindrule
sp_article_validation
sp_startpublication_snapshot
sp_MSenumallpublications
sp_MSaddmergetriggers
sp_oledbinfo
sp_indexes_90_rowset2
sp_dropapprole
sp_help_log_shipping_secondary_database
sp_sequence_get_range
sp_MSstartsnapshot_agent
sp_MSaddguidcolumn
sp_MSsetupnosyncsubwithlsnatdist_helper
sp_requestpeerresponse
sp_MSpublication_access
sp_MSget_new_xact_seqno
sp_MScheck_logicalrecord_metadatamatch
sp_createtranpalrole
sp_procedures_rowset2
sp_IHScriptSchFile
sp_MScheck_agent_instance
sp_MSrepl_snapshot_helparticlecolumns
sp_MSsetupnosyncsubwithlsnatdist_cleanup
sp_MSchangedynamicsnapshotjobatdistributor
sp_MShelptracertokens
sp_MScdc_ddl_event
sp_MSbrowsesnapshotfolder
sp_oledb_ro_usrname
sp_MSrepl_check_publisher
sp_helpdistributor
sp_fulltext_table
sp_MSrepl_schema
sp_MSrepl_backup_start
sp_MSgetlastrecgen
sp_MSdrop_snapshot_dirs
sp_MSissnapshotitemapplied
sp_MSgetmakegenerationapplock
sp_MSupdateinitiallightweightsubscription
sp_MSinvalidate_snapshot
sp_delete_log_shipping_primary_database
sp_foreign_keys_rowset_rmt
sp_MSadd_compensating_cmd
sp_MSgetmetadatabatch
sp_addsynctriggers
sp_MSmergeupdatelastsyncinfo
sp_describe_cursor
sp_MSgetonerowlightweight
sp_dbremove
sp_dbfixedrolepermission
sp_MSsetsubscriberinfo
sp_addmergepullsubscription_agent
sp_setapprole
sp_MSdist_adjust_identity
sp_xtp_objects_present
sp_monitor
